Date,Open,High,Low,Close,Adj Close,Volume
2021-02-23,287.250000,291.450012,276.850006,283.500000,273.377960,113795489
2021-02-24,284.000000,299.399994,282.389008,298.799988,288.131683,93109121
2021-02-25,300.100006,308.799988,300.100006,304.549988,293.676422,81321149
2021-02-26,300.000000,300.850006,289.049988,291.750000,281.333435,85542566
2021-03-01,298.100006,299.950012,294.000000,297.549988,286.926331,42542178
2021-03-02,291.799988,299.250000,289.700012,296.600006,286.010284,42466979
2021-03-03,299.750000,304.899994,296.299988,304.899994,294.013916,52751425
2021-03-04,305.000000,314.450012,300.087006,313.100006,301.921143,59360830
2021-03-05,313.100006,326.450012,311.691010,318.799988,307.417603,79113852
2021-03-08,323.000000,324.561005,312.500000,318.649994,307.272980,54714912
2021-03-09,319.450012,323.850006,311.149994,315.250000,303.994385,48901741
2021-03-10,311.000000,318.649994,309.899994,315.000000,303.753296,45089517
2021-03-11,319.149994,321.350006,313.049988,319.649994,308.237274,39594966
2021-03-12,318.000000,324.100006,317.649994,323.450012,311.901611,29485852
2021-03-15,323.399994,324.950012,314.299988,316.149994,304.862213,36594480
2021-03-16,316.299988,317.398010,307.750000,311.250000,300.137177,54169289
2021-03-17,309.950012,315.600006,309.149994,313.799988,302.596130,69755338
2021-03-18,316.350006,317.100006,309.950012,311.950012,300.812195,39066697
2021-03-19,304.549988,309.799988,300.649994,306.700012,295.749664,129349678
2021-03-22,303.000000,307.799988,301.496002,307.250000,296.280029,64448673
2021-03-23,302.450012,303.049988,294.149994,295.750000,285.190582,93977665
2021-03-24,292.700012,302.649994,291.605988,301.549988,290.783508,55064907
2021-03-25,300.200012,300.350006,289.700012,293.700012,283.213806,50280532
2021-03-26,299.299988,304.000000,297.100006,302.649994,291.844238,55768753
2021-03-29,301.600006,304.000000,297.188995,300.500000,289.770996,44177690
2021-03-30,301.700012,306.549988,299.200012,301.500000,290.735321,31140489
2021-03-31,300.000000,301.600006,294.649994,294.649994,284.129852,42616572
2021-04-01,296.850006,296.950012,289.799988,289.799988,279.453033,48976567
2021-04-06,295.000000,306.100006,293.399994,299.850006,289.144226,86433178
2021-04-07,303.350006,309.899994,299.850006,305.450012,294.544281,52343064
2021-04-08,307.049988,308.423004,295.549988,298.450012,287.794189,45881462
2021-04-09,298.399994,299.549988,293.989014,295.000000,284.467377,48119553
2021-04-12,294.850006,300.500000,291.549988,298.399994,287.745972,57939614
2021-04-13,299.200012,299.500000,295.450012,298.250000,287.601349,27915019
2021-04-14,298.450012,308.700012,296.549988,308.350006,297.340759,59314326
2021-04-15,309.450012,310.299988,302.100006,303.500000,292.663910,35133837
2021-04-16,305.299988,307.899994,300.750000,302.950012,292.133545,43216302
2021-04-19,300.700012,305.740997,299.350006,300.850006,290.108521,32154886
2021-04-20,300.950012,303.299988,290.199005,291.750000,281.333435,68849957
2021-04-21,295.350006,299.200012,292.299988,295.700012,285.142395,38325296
2021-04-22,296.049988,296.950012,292.649994,295.000000,284.467377,28044703
2021-04-23,291.149994,293.500000,289.799988,292.100006,281.670929,43951601
2021-04-26,292.899994,297.799988,290.250000,296.549988,285.962006,31857250
2021-04-27,307.000000,307.447998,294.450012,295.299988,284.756653,57745765
2021-04-28,299.750000,306.450012,298.000000,304.500000,293.628174,65529537
2021-04-29,308.000000,308.250000,302.000000,302.000000,291.217468,63107741
2021-04-30,303.000000,307.450012,301.750000,303.000000,292.181763,60595958
2021-05-04,305.899994,315.132996,305.750000,310.149994,299.076447,67583503
2021-05-05,312.799988,319.000000,311.549988,318.500000,307.128357,57920336
2021-05-06,316.250000,318.750000,310.399994,314.500000,306.847168,64006211
2021-05-07,318.049988,318.100006,309.250000,313.549988,305.920258,61513557
2021-05-10,317.350006,319.850006,314.149994,315.700012,308.017944,68548250
2021-05-11,311.799988,313.549988,304.600006,304.600006,297.188049,59601706
2021-05-12,305.149994,316.549988,303.850006,315.299988,307.627686,52081645
2021-05-13,309.000000,327.750000,301.480988,308.399994,300.895599,54553767
2021-05-14,308.100006,314.000000,308.000000,313.649994,306.017822,39477078
2021-05-17,313.899994,317.000000,308.450012,315.399994,307.725250,33293068
2021-05-18,319.549988,322.299988,315.399994,316.799988,309.091156,52448720
2021-05-19,310.399994,314.399994,305.600006,308.350006,300.846832,57021039
2021-05-20,312.000000,312.000000,305.649994,310.299988,302.749329,43136062
2021-05-21,311.049988,314.600006,307.549988,312.200012,304.603149,36899531
2021-05-24,314.000000,316.399994,311.200012,316.399994,308.700897,21611246
2021-05-25,317.250000,317.950012,310.049988,310.049988,302.505432,26412542
2021-05-26,310.950012,312.649994,308.250000,310.700012,303.139618,35538722
2021-05-27,309.000000,310.100006,304.600006,306.549988,299.090607,72964180
2021-05-28,308.100006,309.799988,304.700012,306.149994,298.700348,44691217
2021-06-01,308.600006,316.799988,308.200012,314.750000,307.091064,85199886
2021-06-02,316.899994,321.750000,315.350006,321.750000,313.920746,47207068
2021-06-03,324.000000,326.100006,317.700012,324.100006,316.213562,43079004
2021-06-04,325.100006,325.950012,319.399994,319.450012,311.676727,22659543
2021-06-07,319.450012,322.299988,315.799988,319.200012,311.432800,15193805
2021-06-08,319.299988,324.600006,316.149994,323.200012,315.335480,51039366
2021-06-09,323.700012,326.450012,320.700012,324.750000,316.847748,33239619
2021-06-10,323.649994,328.261993,320.700989,323.350006,315.481812,23746817
2021-06-11,325.250000,326.649994,322.049988,324.299988,316.408691,29358280
2021-06-14,325.100006,334.299988,324.750000,330.399994,322.360260,79496123
2021-06-15,331.149994,334.600006,326.559998,332.700012,324.604309,41382961
2021-06-16,334.450012,336.950012,328.399994,328.950012,320.945557,61740304
2021-06-17,327.399994,334.450012,323.700012,324.049988,316.164764,59260059
2021-06-18,322.799988,323.399994,313.100006,315.399994,307.725250,86947519
2021-06-21,312.600006,318.899994,308.700012,316.850006,309.139954,36399543
2021-06-22,320.799988,323.850006,320.049988,322.700012,314.847626,35455597
2021-06-23,323.500000,329.799988,323.385010,324.200012,316.311127,34230187
2021-06-24,322.000000,327.350006,321.000000,324.299988,316.408691,25287877
2021-06-25,326.899994,329.250000,325.500000,325.500000,317.579498,27770412
2021-06-28,325.500000,326.950012,314.845001,315.149994,307.481323,34241648
2021-06-29,315.049988,319.600006,313.700012,316.000000,308.310669,20719788
2021-06-30,315.149994,318.250000,311.200012,315.000000,307.334991,29392103
2021-07-01,318.149994,327.200012,316.000000,324.500000,316.603851,36468096
2021-07-02,325.000000,325.899994,321.049988,321.399994,313.579254,31187847
2021-07-05,321.850006,324.750000,320.250000,324.250000,316.359894,13395844
2021-07-06,327.450012,328.500000,310.250000,310.799988,303.237183,55173904
2021-07-07,312.600006,317.691986,305.950012,307.700012,300.212646,51089435
2021-07-08,307.700012,309.350006,301.200012,307.700012,300.212646,37798725
2021-07-09,307.600006,311.250000,304.299988,310.899994,303.334747,31130565
2021-07-12,310.450012,311.450012,305.130005,309.149994,301.627319,20909471
2021-07-13,310.000000,311.100006,305.149994,305.899994,298.456421,19229617
2021-07-14,305.149994,310.600006,304.100006,304.750000,297.334412,50621963
2021-07-15,300.700012,305.149994,293.950012,296.049988,288.846100,67202302
2021-07-16,295.899994,361.709991,290.250000,292.250000,285.138580,34118331
2021-07-19,286.000000,289.200012,276.299988,278.450012,271.674408,65451501
2021-07-20,280.899994,285.000000,275.850006,280.149994,273.332977,81703580
2021-07-21,281.250000,291.100006,279.600006,289.450012,282.406738,53660767
2021-07-22,290.799988,291.750000,282.649994,284.000000,277.089325,34370652
2021-07-23,286.000000,288.100006,282.049988,284.100006,277.186890,24361379
2021-07-26,281.700012,293.149994,281.000000,292.250000,285.138580,37157587
2021-07-27,295.750000,295.750000,288.899994,291.399994,284.309235,30263430
2021-07-28,289.299988,292.649994,288.299988,291.799988,284.699493,41006903
2021-07-29,295.250000,299.899994,293.149994,295.649994,288.455841,37771558
2021-07-30,292.149994,294.114990,287.850006,289.200012,282.162811,45682999
2021-08-02,292.200012,295.799988,289.700012,289.750000,282.699402,31427948
2021-08-03,296.000000,307.100006,295.649994,306.100006,298.651581,83908375
2021-08-04,307.200012,310.649994,299.200012,303.000000,295.626984,73708367
2021-08-05,298.450012,306.049988,297.692993,305.750000,298.310059,54836534
2021-08-06,305.799988,308.000000,303.000000,307.450012,299.968719,37607345
2021-08-09,305.649994,306.399994,300.000000,305.450012,298.017395,37437060
2021-08-10,305.200012,310.117004,302.350006,308.899994,301.383423,41907557
2021-08-11,310.500000,312.700012,308.000000,311.700012,304.115326,27870340
2021-08-12,309.299988,311.049988,305.799988,306.950012,303.327606,51710456
2021-08-13,306.299988,308.500000,303.886993,305.350006,301.746490,80590108
2021-08-16,300.799988,301.299988,295.350006,298.000000,294.483215,72501819
2021-08-17,294.649994,304.600006,292.549988,302.450012,298.880707,36927308
2021-08-18,300.950012,303.350006,299.100006,302.649994,299.078339,31215425
2021-08-19,290.549988,294.250000,286.700012,287.750000,284.354187,72940536
2021-08-20,287.649994,289.350006,286.100006,287.850006,284.453003,39110800
2021-08-23,292.000000,297.399994,291.000000,295.000000,291.518616,42383976
2021-08-24,297.049988,300.250000,295.799988,298.850006,295.323181,32580211
2021-08-25,299.000000,299.799988,296.600006,298.350006,294.829102,20469164
2021-08-26,296.649994,299.549988,295.549988,296.549988,293.050323,24901687
2021-08-27,296.500000,303.299988,296.200012,302.500000,298.930115,25936073
2021-08-31,299.100006,302.399994,296.850006,296.950012,293.445618,75469744
2021-09-01,298.100006,300.950012,294.250000,294.250000,290.777466,32877687
2021-09-02,293.750000,301.700012,292.549988,299.899994,296.360779,41292118
2021-09-03,299.600006,301.950012,296.600006,296.600006,293.099731,35754065
2021-09-06,298.700012,301.200012,296.950989,298.450012,294.927917,16758821
2021-09-07,298.049988,301.649994,296.850006,298.399994,294.878479,24785686
2021-09-08,297.450012,303.250000,294.750000,298.250000,294.730255,44406666
2021-09-09,293.399994,295.799988,291.299988,294.700012,291.222168,48860637
2021-09-10,296.399994,298.799988,294.549988,295.649994,292.160950,34101685
2021-09-13,297.101013,303.149994,296.937988,302.299988,298.732452,50617176
2021-09-14,301.950012,305.299988,299.358002,300.000000,296.459595,46189094
2021-09-15,299.950012,311.250000,299.299988,309.250000,305.600433,71019810
2021-09-16,310.399994,313.600006,305.700012,305.950012,302.339417,81654031
2021-09-17,308.500000,309.549988,302.750000,304.649994,301.054718,98600571
2021-09-20,301.000000,306.149994,299.700012,303.700012,300.115967,50856932
2021-09-21,305.299988,313.299988,305.250000,308.799988,305.155731,50626001
2021-09-22,313.250000,319.700012,312.459015,316.750000,313.011932,51097066
2021-09-23,318.399994,319.299988,312.350006,317.750000,314.000122,31378887
2021-09-24,318.000000,321.200012,315.299988,320.200012,316.421234,39785130
2021-09-27,null,null,null,123.23413,null,null
2021-09-28,332.250000,343.500000,332.049988,336.600006,332.627686,82346561
2021-09-29,334.200012,338.750000,328.899994,338.299988,334.307617,54608329
2021-09-30,337.850006,342.292999,334.850006,340.299988,336.283997,60020400
2021-10-01,335.649994,341.299988,334.100006,337.950012,333.961761,58623676
2021-10-04,338.950012,347.799988,337.299988,344.450012,340.385040,48266571
2021-10-05,344.850006,354.519989,343.350006,350.649994,346.511871,73082543
2021-10-06,350.149994,350.399994,340.661011,341.549988,337.519257,72011909
2021-10-07,344.399994,347.399994,338.299988,344.799988,340.730896,54104479
2021-10-08,348.149994,354.950012,346.600006,353.549988,349.377625,51878353
2021-10-11,355.450012,361.649994,354.000000,360.299988,356.047974,39709454
2021-10-12,356.600006,359.549988,353.149994,358.200012,353.972778,58381512
2021-10-13,355.299988,358.000000,349.649994,354.950012,350.761139,70908431
2021-10-14,360.000000,361.100006,355.950012,357.700012,353.478699,49581753
2021-10-15,361.950012,365.200012,360.600006,363.600006,359.309052,35439104
2021-10-18,365.000000,366.399994,361.000000,361.450012,357.184418,39953467
2021-10-19,361.450012,364.440002,359.549988,361.950012,357.678528,64669036
2021-10-20,360.350006,365.915985,359.200012,363.100006,358.814941,34756900
2021-10-21,361.200012,363.287994,355.700012,356.200012,351.996399,38745935
2021-10-22,354.899994,358.799988,352.000000,355.000000,350.810547,27345718
2021-10-25,358.549988,363.100006,357.503998,360.649994,356.393860,26259746
2021-10-26,360.600006,362.950012,356.549988,359.200012,354.960999,30731421
2021-10-27,358.799988,361.750000,354.350006,357.600006,353.379852,31054647
2021-10-28,353.500000,356.049988,349.200012,352.049988,347.895325,31937639
2021-10-29,352.200012,355.299988,349.210999,350.200012,346.067200,51773323
2021-11-01,351.100006,358.500000,349.210999,357.000000,352.786926,35798802
2021-11-02,357.000000,358.850006,341.899994,344.950012,340.879150,86162288
2021-11-03,339.549988,342.950012,334.000000,334.850006,330.898346,83459281
2021-11-04,334.850006,342.850006,333.839996,339.500000,335.493469,105959776
2021-11-05,337.549988,346.700012,336.200012,345.399994,341.323822,38450352
2021-11-08,345.649994,350.649994,344.250000,345.250000,341.175598,36700886
2021-11-09,344.600006,348.250000,341.799988,344.450012,340.385040,33226420
2021-11-10,346.000000,353.420990,345.350006,347.799988,343.695496,77184530
2021-11-11,342.600006,347.299988,339.799988,345.149994,345.149994,54009703
2021-11-12,342.600006,344.200012,340.250000,340.899994,340.899994,72994977
2021-11-15,339.500000,345.899994,336.700012,341.549988,341.549988,38450672
2021-11-16,343.299988,350.600006,342.549988,344.549988,344.549988,79506785
2021-11-17,343.250000,345.850006,340.899994,342.000000,342.000000,50057127
2021-11-18,335.250000,338.446991,333.567993,336.450012,336.450012,33627717
2021-11-19,341.799988,342.649994,323.399994,326.549988,326.549988,93905289
2021-11-22,327.000000,334.899994,324.200012,334.399994,334.399994,51379697
2021-11-23,330.100006,342.399994,330.049988,339.399994,339.399994,50332934
2021-11-24,342.000000,346.899994,340.500000,344.500000,344.500000,47066212
2021-11-25,344.750000,345.850006,342.549988,344.750000,344.750000,39639265
2021-11-26,319.000000,328.100006,310.531006,317.649994,317.649994,106509613
2021-11-29,326.000000,334.000000,318.799988,327.700012,327.700012,77994066
2021-11-30,320.299988,329.100006,317.649994,325.450012,325.450012,98727251
2021-12-01,null,null,null,232.2343,null,null
2021-12-02,327.100006,338.303009,326.239990,336.600006,336.600006,76610491
2021-12-03,345.000000,346.368011,340.799988,340.850006,340.850006,53379455
2021-12-06,344.000000,350.149994,343.200012,346.500000,346.500000,43105316
2021-12-07,349.049988,352.029999,347.750000,350.899994,350.899994,43238986
2021-12-08,348.600006,351.100006,344.100006,348.700012,348.700012,52399146
2021-12-09,347.350006,348.399994,340.200012,343.549988,343.549988,65304586
2021-12-10,342.000000,347.149994,341.149994,342.600006,342.600006,44281078
2021-12-13,345.250000,345.299988,335.000000,335.000000,335.000000,39065742
